ProbeName 	SystematicName 	Ctnnb1..EKUTA.1. 	Ctnnb1..EKUTA.2. 	Ras..EKUTA.3. 	Ctnnb1..EKUTA.4. 	Ctnnb1..EKUTA.5. 	Ctnnb1..EKUTA.6. 	Ctnnb1..EKUTA.7. 	Ctnnb1..EKUTA.8. 	Ras..EKUTA.9. 	Ras..EKUTA.10. 	n.l..Ctnnb1..EKUTA.NT.1. 	n.l..Ctnnb1..EKUTA.NT.2. 	n.l..Ras..EKUTA.NT.3. 	n.l..Ctnnb1..EKUTA.NT.4. 	n.l..Ctnnb1..EKUTA.NT.5. 	n.l..Ctnnb1..EKUTA.NT.6. 	n.l..Ctnnb1..EKUTA.NT.8. 	n.l..Ras..EKUTA.NT.9. 	n.l..Ras..EKUTA.NT.10. 	Ctnnb1 	 Ras 	 N.l. (Ctnnb1) 	 N.l. (Ras) 	FC  Ctnnb1 	 FC  Ras 	 FC  Ctnnb1  vs.  Ras 	 FC  N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1) 	 Ras  vs.  N.l. (Ras) 	 Ctnnb1  vs.  Ras 	 N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1)  ADJ 	 Ras  vs.  N.l. (Ras)  ADJ 	 Ctnnb1  vs.  Ras  ADJ 	 N.l. (Ctnnb1)  vs.  N.l. (Ras)  ADJ 
A_54_P2389 	 mmu-miR-201 	1.048874	1.265734	0.8308785	0.7226895	1.058692	1.12872	1.275906	0.9864768	1.210795	0.6062305	0.5009006	0.5212457	1.635567	1.204799	0.3582399	1.184232	0.6523229	1.82482	2.530665	1.069585	0.8826347	0.7369567	1.997017	0.332628	-1.114383	0.18695	-1.260061	0.08348246	0.03370506	0.4059382	0.02291816	0.4840295	0.928386	0.955219	0.2939849
A_54_P3475 	 mmu-miR-31* 	3.196922	0	5.74685	0	0	1.459432	0	1.459432	4.872829	4.104337	1.521051	0	3.378512	0	0.9411063	3.655352	0	3.536053	4.177918	0.8736836	4.908005	1.019585	3.697494	-0.1459012	1.210511	-4.034322	-2.677909	0.849545	0.1083705	0.000972778	0.004841002	0.9639826	0.928386	0.03388735	0.1334734
A_54_P1108 	 mmu-miR-154 	3.676645	3.827808	0.9386259	5.775889	4.276606	4.376897	3.370312	4.535141	1.459737	1.964468	5.55575	3.588133	1.34955	3.854208	3.579158	1.852352	4.696439	1.399836	1.256154	4.262757	1.454277	3.85434	1.33518	0.4084168	0.1190971	2.80848	2.51916	0.5071815	0.727673	0.000531682	0.004176817	0.8277888	0.9605641	0.02160309	0.1240193
A_54_P2401 	 mmu-miR-122 	15.2378	14.34982	15.63731	14.20127	14.00906	14.43398	14.51074	13.91269	15.1741	14.69817	14.31782	14.36653	14.92322	14.18276	13.97183	14.93651	14.43053	14.66327	14.59694	14.37934	15.16986	14.36766	14.72781	0.01167618	0.4420481	-0.7905207	-0.3601487	0.9569253	0.2395642	0.07453874	0.06671204	0.986231	0.928386	0.5697416	0.4764631
A_54_P2288 	 mmu-miR-127 	5.699732	5.622228	1.749615	7.790008	6.450851	6.523584	5.181982	6.406021	1.611305	0.8559632	7.574903	5.266736	2.069745	6.086745	5.253802	4.126144	6.224671	2.024864	1.998918	6.239201	1.405628	5.7555	2.031176	0.4837005	-0.6255481	4.833573	3.724325	0.4212826	0.1523609	1.06E-05	0.000537794	0.7743575	0.928386	0.002251312	0.04274146
A_54_P1633 	 mmu-miR-464 	0	2.771886	0.4329594	0	1.794936	0	3.678072	1.321928	0	2.247928	2.435629	0	0	0.4854268	1.521051	1.555816	0	2.95977	2.946731	1.366689	0.893629	0.9996537	1.968834	0.367035	-1.075205	0.4730598	-0.96918	0.6056699	0.4268829	0.6174169	0.4362827	0.8872432	0.928386	0.9676963	0.8886815
A_54_P2682 	 mmu-miR-378 	6.168323	5.44621	6.40738	6.026987	4.781012	5.594265	5.754226	5.688378	5.532234	5.435806	4.913047	5.08558	6.251422	4.505051	4.890863	6.0165	5.657078	6.074236	5.932447	5.637057	5.791806	5.17802	6.086035	0.4590375	-0.2942284	-0.1547491	-0.908015	0.1381124	0.4452014	0.6882123	0.009046546	0.5304615	0.928386	0.9676963	0.1831566
A_54_P2672 	 mmu-miR-362-5p 	3.415287	3.429462	3.461661	2.436807	2.785676	3.362384	3.333497	3.643034	2.673898	1.390609	3.142082	2.59603	2.601809	2.796761	1.634506	3.261639	2.789739	2.558306	2.799702	3.200878	2.508723	2.70346	2.653272	0.4974187	-0.1445494	0.6921552	0.0501872	0.1157139	0.833661	0.3705182	0.8462175	0.5086173	0.9712062	0.9409211	0.965781
A_54_P1309 	 mmu-miR-22 	11.43709	10.94057	11.17362	11.04705	10.76275	11.25548	11.0447	10.89755	10.65304	10.38035	11.06546	10.5859	11.02206	10.57069	10.41446	11.12478	10.90747	11.01267	10.6696	11.05503	10.73567	10.77813	10.90145	0.2768996	-0.165774	0.3193563	-0.1233174	0.09190672	0.5699632	0.3017511	0.4882702	0.4840295	0.9375173	0.9007615	0.8932337
A_54_P1224 	 mmu-miR-295 	1.786711	2.991817	2.037319	1.254344	1.270221	2.850375	2.869725	0.97433	1.661203	1.462579	1.628729	1.803225	2.182176	2.205071	1.842405	2.472579	2.183893	0.7616152	1.97213	1.999646	1.720367	2.02265	1.63864	-0.02300421	0.0817267	0.2792789	0.3840098	0.9502256	0.875695	0.4756407	0.4811004	0.986231	0.9712062	0.9612424	0.8932337
hur_1_19 	 hur_1 	8.629108	8.061077	8.730729	8.74074	8.059313	8.095502	8.85007	8.47764	7.787876	7.853246	8.555504	7.988895	8.07174	8.158006	7.610754	8.654376	8.34238	8.54811	8.145088	8.416207	8.12395	8.218319	8.25498	0.1978885	-0.1310289	0.2922568	-0.0366606	0.3537312	0.7250708	0.4465278	0.8709254	0.7224844	0.9605641	0.955219	0.9721649
A_54_P1684 	 mmu-miR-484 	1.980655	2.288951	3.299309	2.506294	1.330498	1.980722	3.182068	3.43576	2.843221	0.6711645	1.640878	1.405422	1.101369	1.36022	1.164514	2.05329	2.343268	2.209476	2.960581	2.386421	2.271231	1.661265	2.090475	0.7251558	0.1807559	0.1151899	-0.4292101	0.05359925	0.8630912	0.9031674	0.5168638	0.4627355	0.9712062	0.9829443	0.8932426
A_54_P4408 	 mmu-miR-488 	1.362366	0.751946	2.229929	1.673711	2.191491	2.510351	1.983221	1.07931	1.552973	1.436375	1.080418	1.330474	1.701016	2.248791	2.145044	1.130969	1.912428	2.179637	2.299879	1.650342	1.739759	1.641354	2.060177	0.008988056	-0.320418	-0.08941719	-0.4188232	0.9780296	0.3611242	0.8032104	0.1838218	0.9870608	0.928386	0.9739028	0.7797275
A_54_P2691 	 mmu-miR-335-3p 	1.142848	2.98836	2.435455	2.839617	1.137693	1.914549	1.74367	0	1.062948	1.793536	0.4557904	0	1.966541	2.23066	1.274997	1.705427	2.5488	2.151288	2.636157	1.680962	1.76398	1.369279	2.251329	0.3116833	-0.487349	-0.08301725	-0.8820495	0.5932433	0.3536422	0.88683	0.09435194	0.8851531	0.928386	0.9829443	0.5603054
A_54_P3552 	 mmu-miR-378* 	2.814103	0.9343086	2.533976	2.243849	1.016279	1.556417	1.84843	1.655811	2.309887	1.889748	1.481823	1.408727	2.554683	0.5967436	0.4869079	2.186084	1.194185	2.723858	2.50605	1.724171	2.244537	1.225745	2.594864	0.4984259	-0.3503267	-0.5203661	-1.369119	0.19161	0.1969705	0.138114	0.002489257	0.5964634	0.928386	0.7303016	0.1050283
A_54_P1934 	 mmu-miR-680 	3.708704	5.378158	4.238975	5.835128	4.383526	4.800794	5.19223	5.04913	3.141116	1.715409	5.277272	3.746957	3.371257	4.084026	3.299461	3.055147	3.278992	4.066582	4.115658	4.90681	3.031833	3.790309	3.851166	1.116501	-0.8193324	1.874977	-0.06085635	0.02539171	0.3810548	0.1102216	0.8866118	0.3531557	0.928386	0.654547	0.9721649
A_54_P4384 	 mmu-miR-26a 	9.816378	8.638893	10.11949	9.190793	8.482065	8.93289	9.055492	8.397913	9.214166	8.839829	9.13436	8.714978	9.348427	8.556723	8.701289	9.413341	9.012462	9.309714	9.306977	8.930632	9.391161	8.922192	9.321706	0.008439849	0.06945475	-0.4605291	-0.3995142	0.9710535	0.8718185	0.3553317	0.02867295	0.9870608	0.9712062	0.9347837	0.3117679
A_54_P2574 	 mmu-miR-342-3p 	2.937021	2.186663	1.979712	1.362676	3.070934	2.316878	4.595947	4.374322	0.6311789	2.494641	0.8659416	1.609074	2.06666	1.779	2.635091	1.213075	1.838547	1.135928	2.722455	2.977777	1.701844	1.656788	1.975014	1.320989	-0.2731704	1.275933	-0.3182265	0.02799227	0.7248352	0.136042	0.5827931	0.3542628	0.9605641	0.7303016	0.90756
A_54_P3551 	 mmu-miR-376a* 	2.723606	3.127214	1.350472	3.365945	3.122997	2.677625	2.750443	2.711933	1.729095	1.563894	4.005901	2.734575	1.440435	3.526744	2.489852	2.154641	3.157094	1.712416	1.857568	2.925681	1.54782	3.011468	1.670139	-0.08578747	-0.1223194	1.37786	1.341329	0.7832707	0.4981266	0.000133333	0.0038447	0.9487774	0.9317511	0.007917916	0.1187243
hur_6_28 	 hur_6 	11.95406	11.885	11.87501	12.48837	11.66353	10.48721	12.44568	12.17044	12.08208	10.42713	11.72556	10.90703	11.00405	11.58732	10.84798	11.21251	11.09598	11.01491	13.06513	11.87061	11.46141	11.2294	11.6947	0.6412157	-0.2332899	0.4092071	-0.4652985	0.05694284	0.800645	0.5311238	0.5698522	0.4627355	0.9673888	0.9639152	0.90756
A_54_P2463 	 mmu-miR-196a 	0.795456	2.838163	2.509196	2.704714	1.368103	2.460143	2.461711	1.401815	2.22295	2.082055	2.143018	2.470452	1.267413	2.74546	1.684371	2.886239	1.802013	2.975603	1.986847	2.004301	2.2714	2.288592	2.076621	-0.2842914	0.1947794	-0.2670998	0.211971	0.4517837	0.7359429	0.4391637	0.7211108	0.7923557	0.9605641	0.955219	0.9510076
A_54_P2326 	 mmu-miR-151-5p 	7.279196	6.797025	7.958555	7.214743	6.487604	6.306134	7.546198	7.504371	7.03445	6.358722	6.971156	6.43126	6.665318	6.348204	6.18316	6.911918	6.503948	6.3941	6.653596	7.019325	7.117242	6.558274	6.571005	0.4610503	0.546237	-0.09791743	-0.01273066	0.06857905	0.3597743	0.8585819	0.937446	0.4840295	0.928386	0.9829443	0.9766643
A_54_P1225 	 mmu-miR-295 	1.548579	2.281824	2.129339	1.856291	0.5175531	2.039142	1.25641	2.133974	1.517912	1.512111	1.659887	2.079689	2.061085	0.9407056	1.155172	2.17843	1.100914	1.560331	2.556335	1.661968	1.719787	1.519133	2.05925	0.1428347	-0.3394631	-0.05781936	-0.5401172	0.662102	0.3960508	0.8575095	0.2023063	0.9085656	0.928386	0.9829443	0.8042156
A_54_P2472 	 mmu-let-7f 	12.11859	11.43568	12.704	11.81862	11.15697	9.962003	11.81945	11.67234	11.85218	10.63147	11.80764	11.34953	11.6533	11.20292	11.03599	11.80055	11.48237	11.26548	11.20445	11.42624	11.72922	11.4465	11.37441	-0.02026427	0.3548105	-0.3029819	0.07209285	0.9475499	0.6185965	0.6786241	0.7196812	0.986231	0.9513078	0.9676963	0.9510076
A_54_P3658 	 mmu-miR-877* 	2.458277	0	1.108615	1.201634	1.183686	0.007177646	1.228403	0.2580076	1.670424	1.922188	0.5555157	1.324233	1.770987	1.249266	1.987705	1.898486	0	0.03519466	1.434936	0.905312	1.567076	1.169201	1.080372	-0.2638888	0.4867032	-0.6617635	0.08882851	0.5778593	0.469599	0.1491473	0.8936104	0.8747204	0.928386	0.7516326	0.9721649
A_54_P2848 	 mmu-miR-291b-3p 	0.7544092	2.664925	1.795218	0.8366612	1.652823	2.160982	2.232351	1.893744	1.750818	2.083425	2.653869	1.496133	1.810011	3.111449	1.789435	1.776334	0.5351947	1.846038	2.260209	1.742271	1.876487	1.893736	1.972086	-0.151465	-0.09559916	-0.1342161	-0.07835021	0.7481238	0.6226083	0.6575791	0.8495727	0.9375837	0.9520645	0.9676963	0.9665097
A_54_P2430 	 mmu-miR-669b 	1.732553	0.7044433	0.9288564	0.6310916	1.080548	2.953255	2.740511	2.390862	2.253585	1.781018	0.9449493	0.7396926	1.472194	1.129845	1.199092	1.639019	1.315026	2.3408	2.142991	1.747609	1.654486	1.161271	1.985328	0.5863384	-0.330842	0.09312263	-0.8240577	0.1717003	0.5238689	0.8674487	0.06727263	0.5640538	0.9317511	0.9829443	0.4764631
A_54_P1520 	 mmu-miR-377 	3.414322	3.690339	0	5.325337	3.791353	4.385547	2.96069	4.566815	0.7057131	0.7547212	5.180028	1.192025	1.447651	3.851537	2.394969	1.040329	3.817297	2.610989	0.9945695	4.0192	0.4868115	2.912697	1.684403	1.106503	-1.197592	3.532389	1.228294	0.1770149	0.1142381	3.34E-05	0.1817282	0.5702076	0.928386	0.002876262	0.7758346
A_54_P2504 	 mmu-miR-322 	5.89529	5.675103	6.018572	5.349609	4.907308	4.592665	6.29055	5.099841	4.489794	4.550271	5.351317	4.842908	5.084489	5.091739	4.424899	5.358029	4.84972	4.789171	4.597485	5.401481	5.019546	4.986435	4.823715	0.4150459	0.1958302	0.3819355	0.1627199	0.1510176	0.7379549	0.5382166	0.4545481	0.54189	0.9605641	0.9662865	0.891705
A_54_P3267 	 mmu-miR-29b* 	2.722685	2.383727	3.040702	1.985507	1.859798	2.087314	1.78162	3.185986	3.208294	2.107111	3.024962	2.296205	2.364847	2.503082	2.353342	2.986796	3.230007	1.920739	1.462182	2.286663	2.785369	2.732399	1.915922	-0.4457365	0.8694465	-0.4987064	0.8164765	0.1052346	0.1184898	0.2855859	0.06241821	0.4968596	0.928386	0.879569	0.4714488
A_54_P1433 	 mmu-miR-25 	6.544399	5.9157	6.768888	5.675035	5.669334	5.899384	6.98223	6.343188	6.208044	5.701974	6.064559	5.335965	5.225355	5.760661	5.246538	6.159737	5.58819	5.787877	5.779815	6.147039	6.226302	5.692608	5.597682	0.4544303	0.6286198	-0.07926306	0.0949264	0.08621159	0.171018	0.8377931	0.710442	0.4840295	0.928386	0.9817533	0.9510076
A_54_P2446 	 mmu-miR-34b-5p 	1.281287	2.437617	3.10443	1.496394	1.672396	2.084958	3.501081	2.227591	2.642241	1.967913	2.071551	2.147444	1.655069	2.478497	2.003369	2.726796	1.848804	1.994464	2.989675	2.100189	2.571528	2.212743	2.213069	-0.1125542	0.3584587	-0.471339	-0.000326134	0.7261937	0.5289962	0.3257342	0.9994419	0.9191755	0.9317511	0.9180514	0.9994419
A_54_P3343 	 mmu-miR-191* 	2.048903	1.130263	1.311636	0.7199264	1.338535	0.9769678	2.670683	2.461502	1.940063	0.2989629	1.32459	1.67078	1.277739	1.465105	0	2.490226	2.975225	1.83942	1.740748	1.620969	1.183554	1.654321	1.619302	-0.03335237	-0.4357483	0.4374147	0.03501871	0.9494247	0.4652672	0.4825739	0.9410752	0.986231	0.928386	0.9618263	0.9778063
A_54_P1264 	 mmu-miR-106b 	5.543563	4.842851	6.119585	4.353287	4.266841	5.179308	5.912594	5.045165	5.508343	5.35825	4.662334	4.313363	4.531626	4.380088	4.156698	5.159066	4.112132	5.092752	4.475127	5.020516	5.662059	4.463947	4.699835	0.5565686	0.962224	-0.6415435	-0.2358881	0.07101729	0.03568138	0.09677402	0.3983624	0.4840295	0.928386	0.6310441	0.8770813
A_54_P2718 	 mmu-miR-411 	4.076563	4.486686	1.35682	6.687216	5.155355	4.728933	3.853749	5.303408	0.9822436	0.943959	6.499179	4.407186	2.49433	5.042708	4.098018	2.406096	4.876643	1.776738	1.229766	4.898844	1.094341	4.554971	1.833612	0.3438729	-0.7392705	3.804503	2.72136	0.611822	0.1713848	1.61E-05	0.004401047	0.8914698	0.928386	0.002251312	0.1258374
A_54_P2859 	 mmu-miR-744 	2.049631	0	2.003602	0	2.358959	1.925999	0	1.356144	1.709291	0	0	1.627607	1.550901	0.9335726	1.344828	0.6135317	4	1	0	1.098676	1.237631	1.419923	0.8503002	-0.3212472	0.3873307	-0.1389548	0.569623	0.654696	0.644642	0.8613843	0.4594654	0.9085656	0.9605641	0.9829443	0.891705
A_54_P2318 	 mmu-miR-146a 	3.825293	3.177862	4.930798	3.466989	3.635296	3.753437	3.998505	4.141279	2.736139	3.438093	3.491087	2.256332	3.077925	3.539543	2.74091	2.953975	2.422704	3.107599	3.026013	3.714094	3.701677	2.900759	3.070512	0.8133358	0.6311642	0.01241778	-0.1697538	0.01173355	0.4322722	0.9865658	0.4735485	0.2588086	0.928386	0.9942935	0.891705
A_54_P2817 	 mmu-miR-547 	0.8482689	1.265528	1.323706	0.9237246	1.274289	0.7719939	2.231309	0.698309	1.408244	0.811833	0.9677162	1.861927	1.973267	0.9101383	0.5754703	1.415782	0.5977006	0.8717204	1.93352	1.144775	1.181261	1.054789	1.592836	0.08998548	-0.4115743	-0.03648665	-0.5380465	0.7589997	0.3854656	0.898001	0.2764204	0.9440743	0.928386	0.9829443	0.8564537
A_54_P4385 	 mmu-miR-27a 	8.253539	8.205185	10.08479	8.701661	7.421704	7.840328	7.87217	8.886848	9.194948	8.086816	8.463407	7.543878	7.421785	7.713226	7.157038	7.555115	7.850315	7.794031	7.301366	8.168776	9.122184	7.71383	7.505728	0.4549465	1.616457	-0.9534078	0.2081023	0.1104517	0.09948784	0.2347647	0.4002792	0.5015806	0.928386	0.8466612	0.8770813
A_54_P2577 	 mmu-miR-345-5p 	4.102438	2.722546	5.58938	1.631412	1.992678	2.852322	2.691689	2.26364	4.824212	3.892775	2.29434	3.052409	3.954537	1.945647	2.512159	3.75902	3.057924	3.826068	3.32482	2.608104	4.768789	2.77025	3.701808	-0.1621464	1.066981	-2.160685	-0.9315584	0.6930401	0.1499039	0.02388594	0.02536339	0.9190644	0.928386	0.3125414	0.3059459
A_54_P2381 	 mmu-miR-199a-3p 	7.101667	5.762898	6.498836	5.988585	5.73299	5.523308	6.661826	6.106917	5.414265	5.126496	6.729122	6.205155	6.559618	6.167011	6.70796	7.350436	6.869029	7.274176	6.855618	6.125456	5.679866	6.671452	6.89647	-0.5459965	-1.216605	0.4455897	-0.2250185	0.0765753	0.08180772	0.4100236	0.4499651	0.4840295	0.928386	0.955219	0.891705
A_54_P4373 	 mmu-miR-185 	5.644821	5.443523	6.065435	5.399378	5.079124	5.506453	5.595981	6.748567	5.684228	5.024592	5.113637	4.74062	5.061974	4.450251	4.107125	5.121076	4.794091	4.814059	4.625036	5.631121	5.591418	4.721133	4.83369	0.909988	0.7577287	0.03970308	-0.1125562	0.004539406	0.1156336	0.9184318	0.5993325	0.1805492	0.928386	0.9881396	0.90756
A_54_P4414 	 mmu-miR-582-5p 	2.296213	4.00871	1.18392	3.210418	3.415485	2.574989	1.940747	4.568877	0.9928586	1.313533	4.20076	1.317179	1.957189	2.702593	1.798844	1.602016	0.5143742	1.26197	2.820709	3.145063	1.163437	2.022628	2.013289	1.122435	-0.8498517	1.981625	0.009338595	0.1096551	0.1961266	0.001166874	0.9896224	0.5009096	0.928386	0.03753444	0.9956887
A_54_P2308 	 mmu-miR-142-3p 	8.831607	8.429392	8.45934	8.406622	8.069209	8.274288	9.177865	9.165638	7.538818	8.63522	8.636581	8.051304	7.834083	8.146685	8.11152	8.809392	8.17781	8.410986	8.602965	8.622089	8.211126	8.322215	8.282678	0.2998735	-0.07155201	0.4109628	0.03953729	0.1832139	0.8713439	0.3566181	0.8899924	0.5810015	0.9712062	0.9347837	0.9721649
A_54_P2422 	 mmu-miR-296-5p 	1.507017	1.608951	1.373962	0.9526603	0.7190146	1.277774	2.878818	2.180959	2.21193	0.1298556	2.157391	0.983131	2.322854	0.4425625	0	0.8882368	2.121197	0.5362697	2.059828	1.589313	1.238582	1.098753	1.63965	0.4905604	-0.401068	0.3507311	-0.5408972	0.3063546	0.6513744	0.636192	0.4629363	0.6873266	0.9605641	0.9676963	0.891705
A_54_P1341 	 mmu-miR-103 	7.509414	6.832716	8.14395	6.896055	6.292721	6.635794	7.199107	7.608407	7.539539	6.641114	6.947369	6.632728	7.120027	6.286958	6.214869	6.987006	6.56201	6.872963	6.413711	6.996316	7.441534	6.605157	6.802234	0.3911596	0.6393008	-0.4452181	-0.1970769	0.1068109	2.82E-01	0.4218222	0.4700008	0.4968596	0.928386	0.955219	0.891705
A_54_P2261 	 mmu-miR-30a 	8.719538	7.446292	9.401341	8.018566	7.23444	7.90807	7.739257	7.435768	8.610899	8.227978	7.476597	7.511032	8.313952	7.10957	7.321232	8.311452	7.889989	8.301393	8.147616	7.78599	8.74674	7.603312	8.25432	0.1826783	0.492419	-0.9607493	-0.6510086	0.4931559	0.2889869	0.08534928	0.01285637	0.819534	0.928386	0.5903509	0.2205581
A_54_P2937 	 mmu-miR-455 	4.965856	1.900009	3.593573	2.510576	1.899898	1.337333	4.671586	1.638084	1.327226	1.055018	2.74925	2.685433	5.526225	2.445347	3.728883	4.830101	4.310779	5.24703	4.190219	2.703334	1.991939	3.458299	4.987825	-0.7549642	-2.995886	0.7113955	-1.529526	0.2992145	0.04586295	0.5079582	0.03888133	0.6873266	0.928386	0.9634981	0.3610388
A_54_P1044 	 mmu-miR-130a 	9.167435	8.370187	9.920356	9.212351	8.489028	8.440368	9.508414	8.820966	9.054921	8.633496	9.047429	7.987736	8.325715	8.1399	7.988676	8.638483	8.209147	7.971261	7.996646	8.858393	9.202925	8.335228	8.097874	0.5231645	1.105051	-0.3445318	0.2373543	0.05328682	0.08962447	0.4701853	0.2891958	0.4627355	0.928386	0.9612424	0.8564537
A_54_P3300 	 mmu-miR-135a* 	4.296395	3.846101	3.951095	4.774997	5.018404	4.821429	5.257675	5.62677	4.126939	1.528258	4.816479	3.499192	3.105374	2.323303	3.885918	3.71166	4.289259	4.387268	4.483772	4.805967	3.202098	3.754302	3.992138	1.051665	-0.7900403	1.60387	-0.237836	0.03100687	0.4654025	0.1894578	0.6916023	0.3799572	0.928386	0.8221174	0.9510076
A_54_P2783 	 mmu-miR-532-5p 	2.601101	1.597487	2.761623	2.841897	2.066012	2.936786	3.418718	3.107101	2.503367	0.7229104	2.911869	2.21702	1.721215	1.712821	1.689555	2.230405	1.565349	1.320741	2.004717	2.652729	1.995967	2.054503	1.682224	0.5982258	0.3137427	0.656762	0.3722788	0.08403553	0.6794285	0.4180205	0.242187	0.4840295	0.9605641	0.955219	0.8349116
A_54_P2258 	 mmu-miR-1 	1.73169	1.245795	1.817703	0.9846295	2.064811	0.937341	1.549064	1.809256	1.756948	1.497897	1.806446	1.804437	1.704444	1.363879	1.337311	2.250042	2.457898	3.685708	4.15456	1.474655	1.690849	1.836669	3.181571	-0.3620137	-1.490722	-0.2161941	-1.344902	0.1716941	0.1836233	0.2882525	0.2101577	0.5640538	0.928386	0.879569	0.8132297
A_54_P2312 	 mmu-miR-144 	7.754027	6.410996	7.116892	6.41344	6.436406	7.46633	7.724717	6.82918	7.017478	7.465641	6.589875	6.402742	5.900636	6.813901	6.711694	7.739538	6.59697	7.617696	5.976406	7.005014	7.200004	6.80912	6.498246	0.195894	0.7017579	-0.1949899	0.3108739	0.5354504	0.3363129	0.4949909	0.6429836	0.8456466	0.928386	0.9622266	0.9270402
A_54_P3258 	 mmu-miR-15b* 	2.693766	1	2.121015	0	0	3.179511	3.257011	2.356144	2.531069	0	0	0	0	3.060047	1.989139	2.22033	0	3.042644	0	1.783776	1.550695	1.211586	1.014215	0.5721898	0.5364802	0.2330809	0.1973713	0.4781231	0.6984032	0.8185674	0.8747312	0.811233	0.9605641	0.9749564	0.9721649
A_54_P1291 	 mmu-let-7c 	10.80544	9.90161	11.03914	10.28797	9.638634	9.579404	10.1588	10.17943	10.23365	9.565463	10.28301	9.78462	10.54782	9.794576	9.632626	10.40828	10.1145	10.22021	10.30593	10.07876	10.27942	10.00294	10.35799	0.07582061	-0.078567	-0.2006626	-0.3550502	0.7166798	0.8725161	0.693342	0.06393934	0.9190644	0.9712062	0.9676963	0.4714488
dmr_6_21 	 dmr_6 	13.96378	13.99388	13.92141	13.79411	13.64374	13.7505	13.8748	13.75259	13.83953	13.84587	13.94761	13.75125	13.72494	13.76206	13.65165	13.90285	13.72638	13.85673	13.73284	13.82477	13.86894	13.7903	13.7715	0.03447176	0.0974339	-0.04416525	0.01879689	0.6120194	0.1380658	0.4397237	0.7741197	0.8914698	0.928386	0.955219	0.9575815
A_54_P3915 	 mmu-miR-542-3p 	0.9088913	2.22446	2.329547	1.148517	1.826402	1.020941	2.35623	0.8358799	1.219238	1.494598	1.774535	1.129585	2.203693	1.539418	1.745454	1.982863	2.666971	1.677044	1.333555	1.474474	1.681127	1.806471	1.738098	-0.3319965	-0.0569702	-0.2066529	0.06837337	0.3235175	0.8988401	0.6417831	0.8434707	0.7015605	0.9761747	0.9676963	0.9646805
A_54_P1208 	 mmu-miR-292-5p 	0.05658353	0	0	1.752749	0	2.587365	0	0	2.65764	1.851999	0	0.8559897	2	2.853996	1.280956	0.3561438	4.399171	1.263034	1.903038	0.6280996	1.503213	1.624376	1.722024	-0.9962765	-0.2188113	-0.8751134	-0.09764813	0.2467244	0.8112916	0.3932432	0.8972665	0.643484	0.9673888	0.955219	0.9721649
A_54_P2782 	 mmu-miR-532-5p 	0.6987339	1.175914	2.059691	1.078487	0.5862071	1.831975	2.946601	1.45578	1.210898	1.054759	1.489254	1.123572	1.98048	0.3347843	2.086674	2.333356	2.495811	1.115951	2.392504	1.396242	1.441783	1.643908	1.829645	-0.2476659	-0.3878623	-0.04554018	-0.1857366	0.5966875	0.4733479	0.920301	0.7276053	0.8851531	0.928386	0.9881396	0.9510076
A_54_P2839 	 mmu-miR-450a-3p 	1.874403	1.774747	2.369658	1.570837	2.0552	1.739242	2.532809	1.602536	2.5239	0.7997925	0.8737253	2.347296	1.761346	2.237994	1.299722	1.881121	1.835209	1.583387	3.97957	1.878539	1.897783	1.745845	2.441434	0.1326944	-0.5436509	-0.0192444	-0.6955897	0.6266557	0.5998129	0.9756531	0.4659345	0.8975477	0.9375173	0.9942935	0.891705
hur_2_20 	 hur_2 	14.03552	13.78926	13.7562	13.84326	13.18106	14.31268	14.31883	14.09435	13.92886	13.69108	13.56796	12.77434	13.71281	13.43885	12.70717	13.33155	13.03065	13.49384	15.12298	13.93928	13.79205	13.14175	14.10987	0.7975288	-0.3178273	0.1472341	-0.968122	0.002831259	5.98E-01	0.3971003	0.1913446	0.1681022	0.9375173	0.955219	0.782014
A_54_P2945 	 mmu-miR-500 	3.31482	2.19525	2.546733	2.299605	1.655059	2.706539	2.809436	2.047551	1.812915	0.9193807	2.478611	1.401803	1.142673	1.833109	1.339558	2.144908	0.9465402	2.221315	1.503771	2.432609	1.759676	1.690755	1.622586	0.7418538	0.1370898	0.6729324	0.06816839	0.03717776	0.8225276	0.2872154	0.8701418	0.4042427	0.9709347	0.879569	0.9721649
A_54_P2229 	 mghv-miR-M1-6 	1.342733	1.02713	2.157424	1.086083	1.825967	2.282207	1.735348	2.524765	2.198422	1.441172	2.695684	2.385212	2.229724	2.411677	2.468247	2.181469	0.6492338	1.401483	3.493058	1.689176	1.932339	2.13192	2.374755	-0.4427444	-0.4424155	-0.2431633	-0.2428345	0.2656673	0.5543739	0.49069	0.7442705	0.6594097	0.9375173	0.9622266	0.9528637
A_54_P4372 	 mmu-miR-154 	4.155788	4.47512	2.009011	6.563566	4.968861	5.222345	4.003809	5.236108	2.382489	1.340011	6.423989	4.450868	1.398056	4.905006	4.288287	3.262658	4.921291	1.579209	2.285826	4.946514	1.910504	4.708683	1.754364	0.2378308	0.15614	3.03601	2.954319	0.6661824	0.721569	0.000373857	0.00060901	0.9085656	0.9605641	0.0169775	0.04274146
